schluessel;kurzform;anzeigeform;langform
25212013-PT;KFZM-PT;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatroni;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin - Schwerpunkt Personenkraftwagentechnik
73212010-LS;SOFA-LS;Sozialversicherungsfachangestellter/Sozialversiche;Sozialversicherungsfachangestellter/Sozialversicherungsfachangestellte - Fachrichtung Landwirtschaftliche Sozialversicherung
24412330;KOMHMM;Konstruktionsmechaniker/in Handwerk;Konstruktionsmechaniker/in Handwerk
43412003-AE-DS;FI-AE-DS;Fachinformatiker/Fachinformatikerin - Fachrichtung;Fachinformatiker/Fachinformatikerin - Fachrichtung Anwendungsentwicklung (+ duales Studium)
62282001;TAW;Tankwart/Tankwartin;Tankwart/Tankwartin
24202369;FKMOF;Fachkraft für Metalltechnik (ohne FR-Angabe);Fachkraft für Metalltechnik (ohne FR-Angabe)
28332320;OSHTL;Orthopädieschuhmacher/in;Orthopädieschuhmacher/in
73342715;FMMÖRV;Fachangestellte/r für Medien- und Informationsdien;Fachangestellte/r für Medien- und Informationsdienste FR Medizinische Dokumentation Öffentlicher Dienst
23422001;FPBB;Fachpraktiker für Buchbinderei/Fachpraktikerin für;Fachpraktiker für Buchbinderei/Fachpraktikerin für Buchbinderei
28222006;NDS;Näher/Näherin im Damenschneiderhandwerk;Näher/Näherin im Damenschneiderhandwerk
34332004;RWE;Recycling-Werker/Recycling-Werkerin;Recycling-Werker/Recycling-Werkerin
71402140-DS;BMIUODS;Kaufmann/Kauffrau für Büromanagement + duales Stud;Kaufmann/Kauffrau für Büromanagement + duales Studium
73252720;JFAÖRV;Justizfachangestellte/r;Justizfachangestellte/r
12102001;GBF;Gartenbaufachwerker/Gartenbaufachwerkerin;Gartenbaufachwerker/Gartenbaufachwerkerin
93522383;GSSHPK;Goldschmied/in FR Schmuck Handwerk;Goldschmied/in FR Schmuck Handwerk
25212370-FK;KMFHMF;Kraftfahrzeugmechatroniker/in SP Fahrzeugkommunika;Kraftfahrzeugmechatroniker/in SP Fahrzeugkommunikationstechnik Handwerk
93622001;HBLM;Holzblasinstrumentenmacher/Holzblasinstrumentenmac;Holzblasinstrumentenmacher/Holzblasinstrumentenmacherin
25233323-TH;FMDSTHMF;Fluggerätmechaniker/in + duales Studium FR Triebwe;Fluggerätmechaniker/in + duales Studium FR Triebwerkstechnik Handwerk
25132311;AUMIMF;Automatenfachmann/-fachfrau FR Automatenmechatroni;Automatenfachmann/-fachfrau FR Automatenmechatronik
41323310-DS;CLDSHMB;Chemielaborant/in + duales Studium Handwerk;Chemielaborant/in + duales Studium Handwerk
28342001;KÜR;Kürschner/Kürschnerin;Kürschner/Kürschnerin
26302001;ELGS;Elektroniker für Geräte und Systeme/Elektronikerin;Elektroniker für Geräte und Systeme/Elektronikerin für Geräte und Systeme
25212030-PK;KMPIMF;Kraftfahrzeugmechatroniker/in SP Personenkraftwage;Kraftfahrzeugmechatroniker/in SP Personenkraftwagentechnik Industrie
43232004-DS;KITS-DS;Kaufmann für IT-System-Management/Kauffrau für IT-;Kaufmann für IT-System-Management/Kauffrau für IT-System-Management (+ duales Studium)
51522011;EBFIVL;Eisenbahner/in im Betriebsdienst FR Fahrweg;Eisenbahner/in im Betriebsdienst FR Fahrweg
32112010;BSIHT;Beton- und Stahlbetonbauer/in Industrie;Beton- und Stahlbetonbauer/in Industrie
33322002-DS;ZI-DS;Zimmerer/Zimmerin (+ duales Studium);Zimmerer/Zimmerin (+ duales Studium)
24412020;KMIMM;Konstruktionsmechaniker/in Industrie;Konstruktionsmechaniker/in Industrie
62282010;TWIVB;Tankwart/in;Tankwart/in
73202724;VWKÖRV;Verwaltungsfachangestellte/r FR Kommunalverwaltung;Verwaltungsfachangestellte/r FR Kommunalverwaltung
22102002-BT-DS;VKK-BT-DS;Verfahrensmechaniker für Kunststoff- und Kautschuk;Verfahrensmechaniker für Kunststoff- und Kautschuktechnik/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Fachrichtung Bauteile (+ duales Studium)
24232453;FKMZH;Fachkraft für Metalltechnik FR Zerspanungstechnik ;Fachkraft für Metalltechnik FR Zerspanungstechnik (Handwerk)
34332007-LSV;FKA-LSV;Fachkraft für Kreislauf- und Abfallwirtschaft - Sc;Fachkraft für Kreislauf- und Abfallwirtschaft - Schwerpunkt Logistik, Sammlung und Vertrieb
24122005;VT-NU;Verfahrenstechnologe Metall/Verfahrenstechnologin ;Verfahrenstechnologe Metall/Verfahrenstechnologin Metall - Fachrichtung Nichteisenmetallumformung
25212009-KI;KUF-KI;Karosserie- und Fahrzeugbaumechaniker/Karosserie- ;Karosserie- und Fahrzeugbaumechaniker/Karosserie- und Fahrzeugbaumechanikerin - Fachrichtung Karosserieinstandhaltungstechnik
99999009;FSAW-WB2;FS Agrarwirtsch. Fr Weinbau/Önologie (2J);FS Agrarwirtsch. Fr Weinbau/Önologie (2J)
22332029;HMAHKH;Holzmechaniker/in (ohne FR-Angabe);Holzmechaniker/in (ohne FR-Angabe)
22212320;FPFLHWO;Fachpraktiker/in Fahrzeuglackierer/in (§42r HwO);Fachpraktiker/in Fahrzeuglackierer/in (§42r HwO)
34332710-AB;FKBÖGV;Fachkraft für Kreislauf- und Abfallwirtschaft SP A;Fachkraft für Kreislauf- und Abfallwirtschaft SP Abfallbeseitigung und -behandlung Öffentlicher Dienst
33242010;FHBIAB;Fachkraft für Holz- und Bautenschutzarbeiten Indus;Fachkraft für Holz- und Bautenschutzarbeiten Industrie
28222012-PS;TMS-PS;Textil- und Modeschneider/Textil- und Modeschneide;Textil- und Modeschneider/Textil- und Modeschneiderin - Schwerpunkt Prototypen und Serienfertigung
22342021;HMMIKH;Holzmechaniker/in FR Möbelbau und Innenausbau (aus;Holzmechaniker/in FR Möbelbau und Innenausbau (ausgelaufener Beruf)
92122010;KDMIWM;Kaufmann/Kauffrau für Dialogmarketing;Kaufmann/Kauffrau für Dialogmarketing
99999036;FSTe-LFT;FS Te Fr Luftfahrttechnik;FS Te Fr Luftfahrttechnik
73222010;GWIRV;Kaufmann/Kauffrau im Gesundheitswesen;Kaufmann/Kauffrau im Gesundheitswesen
24122042;VTMSIM;Verfahrenstechnologe/in Metall FR Stahlumformung;Verfahrenstechnologe/in Metall FR Stahlumformung
26302003-DS;ELGS-DS;Elektroniker für Geräte und Systeme/Elektronikerin;Elektroniker für Geräte und Systeme/Elektronikerin für Geräte und Systeme (+ duales Studium)
93522020-SD;DSSIPK;Diamantschleifer/in SP Schmuckdiamanten Industrie;Diamantschleifer/in SP Schmuckdiamanten Industrie
93652001-OB;OB-OB;Orgelbauer/Orgelbauerin - Fachrichtung Orgelbau;Orgelbauer/Orgelbauerin - Fachrichtung Orgelbau
23422320-BI;BBBIPD;Buchbinder/in  Buchfertigung (Serie) Industrie;Buchbinder/in  Buchfertigung (Serie) Industrie
32152001;FMO;Fassadenmonteur/Fassadenmonteurin;Fassadenmonteur/Fassadenmonteurin
51312050;LFHIVL;Lagerfachhelfer/in (§66 BBiG);Lagerfachhelfer/in (§66 BBiG)
92122020;SDMIWM;Servicefachkraft für Dialogmarketing;Servicefachkraft für Dialogmarketing
99999072;FSMst-FR;FS Mst Friseur/-in;FS Mst Friseur/-in
43102329;FIHIK;Fachinformatiker/in (ohne FR-Angabe) Handwerk ausg;Fachinformatiker/in (ohne FR-Angabe) Handwerk ausgelaufener Beruf
82322001;KSM;Kosmetiker/Kosmetikerin;Kosmetiker/Kosmetikerin
43412051;FIAEI;Fachinformatiker/in FR Anwendungsentwicklung Indus;Fachinformatiker/in FR Anwendungsentwicklung Industrie
62302003;FPLV;Fachpraktiker im Lebensmittelverkauf/Fachpraktiker;Fachpraktiker im Lebensmittelverkauf/Fachpraktikerin im Lebensmittelverkauf
29222380-BH;FPBHLM;Fachpraktiker/in im Bäckerhandwerk (§42r HwO);Fachpraktiker/in im Bäckerhandwerk (§42r HwO)
63312001;FSG;Fachmann für Systemgastronomie/Fachfrau für System;Fachmann für Systemgastronomie/Fachfrau für Systemgastronomie
32202320;TBFHHT;Tiefbaufacharbeiter/in Handwerk;Tiefbaufacharbeiter/in Handwerk
72112010;BKIFR;Bankkaufmann/-kauffrau;Bankkaufmann/-kauffrau
32162310;GRHHT;Gerüstbauer/in Handwerk;Gerüstbauer/in Handwerk
93612349;ZIHPK;Zupfinstrumentenmacher/in (ohne FR-Angabe);Zupfinstrumentenmacher/in (ohne FR-Angabe)
22103341-FT;VKDSFH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium FR Formteile Handwerk
34212002;BE-GW;Bearbeiter für Gas- und Wasserinstallation/Bearbei;Bearbeiter für Gas- und Wasserinstallation/Bearbeiterin für Gas- und Wasserinstallation
41422020;WPH;Werkstoffprüfer/in (Handwerk);Werkstoffprüfer/in (Handwerk)
11402621;FWALLF;Fischwirt/in FR Aquakultur und Binnenfischerei;Fischwirt/in FR Aquakultur und Binnenfischerei
23422390;MTVHPD;Medientechnologe/Medientechnologin Druckverarbeitu;Medientechnologe/Medientechnologin Druckverarbeitung
32222320;SBHHT;Straßenbauer/in Handwerk;Straßenbauer/in Handwerk
33302005-AB;BF-AB;Baufachwerker/Baufachwerkerin - Fachrichtung Ausba;Baufachwerker/Baufachwerkerin - Fachrichtung Ausbau
32142005-EDW;DD-EDW;Dachdecker/Dachdeckerin - Schwerpunkt Energietechn;Dachdecker/Dachdeckerin - Schwerpunkt Energietechnik an Dach und Wand
23322003-PR;FOG-PR;Fotograf/Fotografin - Schwerpunkt Produktfotografi;Fotograf/Fotografin - Schwerpunkt Produktfotografie
52122001;BKF;Berufskraftfahrer/Berufskraftfahrerin;Berufskraftfahrer/Berufskraftfahrerin
54132020;TRIRB;Textilreiniger/in Industrie;Textilreiniger/in Industrie
12122618;GAZLGF;Gärtner/in FR Zierpflanzenbau;Gärtner/in FR Zierpflanzenbau
99999092;HBF_GTA;Staatl. gepr. gestaltungstechnische/r Assistent/in;Staatl. gepr. gestaltungstechnische/r Assistent/in
99999070;FSMst-FM;FS Mst Feinwerkmechaniker/-in;FS Mst Feinwerkmechaniker/-in
34312001;FKAT;Fachkraft für Abwassertechnik;Fachkraft für Abwassertechnik
34212010;ASHIGV;Anlagenmechaniker/in für Sanitär-, Heizungs- und K;Anlagenmechaniker/in für Sanitär-, Heizungs- und Klimatechnik Industrie
11402001-AB;FIWI-AB;Fischwirt/Fischwirtin - Fachrichtung Aquakultur un;Fischwirt/Fischwirtin - Fachrichtung Aquakultur und Binnenfischerei
29232310-HW;FLHLM;Fleischer/in Handwerk;Fleischer/in Handwerk
25212310;AFHMF;Autofachwerker/in (§42r HwO);Autofachwerker/in (§42r HwO)
34312720-RK;FRRÖGV;Fachkraft für Rohr-, Kanal- und Industrieservice S;Fachkraft für Rohr-, Kanal- und Industrieservice SP Rohr- und Kanalservice Öffentlicher Dienst
93642011;KCCIPK;Klavier- und Cembalobauer/in FR Cembalobau Industr;Klavier- und Cembalobauer/in FR Cembalobau Industrie
11212611;TWRLLF;Tierwirt/in FR Rinderhaltung;Tierwirt/in FR Rinderhaltung
93522009-KE;GS-KE;Goldschmied/Goldschmiedin - Fachrichtung Ketten;Goldschmied/Goldschmiedin - Fachrichtung Ketten
11582001-FK;TP-FK;Tierpfleger/Tierpflegerin - Fachrichtung Forschung;Tierpfleger/Tierpflegerin - Fachrichtung Forschung und Klinik
26313320-DS;EGSDSHME;Elektroniker/in für Geräte und Systeme + duales St;Elektroniker/in für Geräte und Systeme + duales Studium Handwerk
32102350;HFHHT;Hochbaufachwerker/in (§42r HwO);Hochbaufachwerker/in (§42r HwO)
29232010;FLILM;Fleischer/in Industrie;Fleischer/in Industrie
26312470;ITSEH;IT-System-Elektroniker/in Handwerk;IT-System-Elektroniker/in Handwerk
51522002-LT;EBB-LT;Eisenbahner im Betriebsdienst Lokführer und Transp;Eisenbahner im Betriebsdienst Lokführer und Transport/Eisenbahnerin im Betriebsdienst Lokführerin und Transport
33212010-GI;ML-GI;Maler und Lackierer/Malerin und Lackiererin - Fach;Maler und Lackierer/Malerin und Lackiererin - Fachrichtung Gestaltung und Instandhaltung
93612001;BOM;Bogenmacher/Bogenmacherin;Bogenmacher/Bogenmacherin
71402140;BMIUO;Kaufmann/Kauffrau für Büromanagement Industrie;Kaufmann/Kauffrau für Büromanagement Industrie
23412002;FPMTD;Fachpraktiker für Medientechnologie Druckverarbeit;Fachpraktiker für Medientechnologie Druckverarbeitung/Fachpraktikerin für Medien-
22102330-MO;VKMHKH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik Handwerk
52122310;BKGHFT;Berufskraftfahrer/in Handwerk;Berufskraftfahrer/in Handwerk
34202001;KLP;Klempner/Klempnerin;Klempner/Klempnerin
21342032-GV;GVGIRK;Glasveredler/in FR Gravur Industrie;Glasveredler/in FR Gravur Industrie
21222023;VMGIRK;Verfahrensmechaniker/in in der Steine- und Erdenin;Verfahrensmechaniker/in in der Steine- und Erdenindustrie FR Gipsplatten oder Faserzement
24112022;VHNIMM;Verfahrensmechaniker/in in der Hütten- und Halbzeu;Verfahrensmechaniker/in in der Hütten- und Halbzeugindustrie FR Nichteisen-Metallurgie Industrie
81102001;MFA;Medizinischer Fachangestellter/Medizinische Fachan;Medizinischer Fachangestellter/Medizinische Fachangestellte
27212081;TZEIFP;Technische/r Zeichner/in FR Elektrotechnik;Technische/r Zeichner/in FR Elektrotechnik
99000800;NB;Nichtbeschäftigte (Arbeitslose);Nichtbeschäftigte (Arbeitslose)
33212013-AO;ML-AO;Maler und Lackierer/Malerin und Lackiererin - Fach;Maler und Lackierer/Malerin und Lackiererin - Fachrichtung Ausbautechnik und Oberflächengestaltung
94512010-AO;FVOIDU;Fachkraft für Veranstaltungstechnik SP Aufbau und ;Fachkraft für Veranstaltungstechnik SP Aufbau und Organisation
27232003-GI;TMB-GI;Technischer Modellbauer/Technische Modellbauerin -;Technischer Modellbauer/Technische Modellbauerin - Fachrichtung Gießerei
29252320;FSEHHLM;Fachkraft für Speiseeis;Fachkraft für Speiseeis
28222005;MOD;Modist/Modistin;Modist/Modistin
22102009-HZ;VKK-HZ;Verfahrensmechaniker für Kunststoff- und Kautschuk;Verfahrensmechaniker für Kunststoff- und Kautschuktechnik/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Fachrichtung Halbzeuge
12132001-FG;GÄ-FG;Gärtner/Gärtnerin - Fachrichtung Friedhofsgärtnere;Gärtner/Gärtnerin - Fachrichtung Friedhofsgärtnerei
26252010;EBTIME;Elektroniker/in für Betriebstechnik Industrie;Elektroniker/in für Betriebstechnik Industrie
25212030-NF;KMNIMF;Kraftfahrzeugmechatroniker/in SP Nutzfahrzeugtechn;Kraftfahrzeugmechatroniker/in SP Nutzfahrzeugtechnik Industrie
41323010-DS;CLDSIMB;Chemielaborant/in + duales Studium Industrie;Chemielaborant/in + duales Studium Industrie
32142320;FPDHHT;Fachpraktiker/in im Dachdeckerhandwerk (§42r HwO);Fachpraktiker/in im Dachdeckerhandwerk (§42r HwO)
24202090;MWIMM;Metallwerker/in (§66 BBiG) (36 Monate) Industrie;Metallwerker/in (§66 BBiG) (36 Monate) Industrie
53112010;FSIISU;Fachkraft für Schutz und Sicherheit;Fachkraft für Schutz und Sicherheit
93512001-GT;MBI-GT;Metallbildner/Metallbildnerin - Fachrichtung Gürtl;Metallbildner/Metallbildnerin - Fachrichtung Gürtlertechnik
43413330-DS;MSODSHIK;Mathematisch-technische/r Softwareentwickler/in + ;Mathematisch-technische/r Softwareentwickler/in + duales Studium Handwerk
11522012;TPZILF;Tierpfleger/in FR Zoo;Tierpfleger/in FR Zoo
41212001;BLA;Biologielaborant/Biologielaborantin;Biologielaborant/Biologielaborantin
33302030;TMIAB;Trockenbaumonteur/in;Trockenbaumonteur/in
99999002;FSAW-GBG;FS Agrarwirtsch. Fr Gartenbau Sp Gemüse (1J);FS Agrarwirtsch. Fr Gartenbau Sp Gemüse (1J)
33112310;FPHAB;Fliesen-, Platten- und Mosaikleger/in Handwerk;Fliesen-, Platten- und Mosaikleger/in Handwerk
26212371;EEGHME;Elektroniker/in FR Energie- und Gebäudetechnik;Elektroniker/in FR Energie- und Gebäudetechnik
25102005-DS;IM-DS;Industriemechaniker/Industriemechanikerin (+ duale;Industriemechaniker/Industriemechanikerin (+ duales Studium)
62322001-FL;FVL-FL;Fachverkäufer im Lebensmittelhandwerk/Fachverkäufe;Fachverkäufer im Lebensmittelhandwerk/Fachverkäuferin im Lebensmittelhandwerk - Schwerpunkt Fleischerei
41313020-DS;CKDSIMB;Chemikant/in + duales Studium Industrie;Chemikant/in + duales Studium Industrie
81112820;ZFIMG;Zahnmedizinische(r) Fachangestellte/r;Zahnmedizinische(r) Fachangestellte/r
94512001;FKVT;Fachkraft für Veranstaltungstechnik;Fachkraft für Veranstaltungstechnik
29302010;BEIILM;Beikoch/Beiköchin (§66 BBiG);Beikoch/Beiköchin (§66 BBiG)
21222021;VMBIRK;Verfahrensmechaniker/in in der Steine- und Erdenin;Verfahrensmechaniker/in in der Steine- und Erdenindustrie FR Baustoffe
32113010-DS;BSDSIHT;Beton- und Stahlbetonbauer/in + duales Studium Ind;Beton- und Stahlbetonbauer/in + duales Studium Industrie
51642001;LVK;Luftverkehrskaufmann/Luftverkehrskauffrau;Luftverkehrskaufmann/Luftverkehrskauffrau
92112002-DS;KMK-DS;Kaufmann für Marketingkommunikation/Kauffrau für M;Kaufmann für Marketingkommunikation/Kauffrau für Marketingkommunikation (+ duales Studium)
11102630;LFLLF;Landwirtschaftsfachwerker/in (§66 BBiG);Landwirtschaftsfachwerker/in (§66 BBiG)
28242003;PO;Polsterer/Polsterin;Polsterer/Polsterin
27212310-SLDS;BZTDSHFP;Bauzeichner/in SP Tief-, Str. Land. + duales Studi;Bauzeichner/in SP Tief-, Str. Land. + duales Studium
22302390-HO;HFHKH;Fachpraktiker/in für Holzverarbeitung (§42r HwO);Fachpraktiker/in für Holzverarbeitung (§42r HwO)
25232002-FT;FGM-FT;Fluggerätmechaniker/Fluggerätmechanikerin - Fachri;Fluggerätmechaniker/Fluggerätmechanikerin - Fachrichtung Fertigungstechnik
52132010;FFAIFT;Fachkraft im Fahrbetrieb;Fachkraft im Fahrbetrieb
11102650;FPLA;Fachpraktiker/in Landwirtschaft (§66 BBiG);Fachpraktiker/in Landwirtschaft (§66 BBiG)
25212015-CR;KUF-CR;Karosserie- und Fahrzeugbaumechaniker/Karosserie- ;Karosserie- und Fahrzeugbaumechaniker/Karosserie- und Fahrzeugbaumechanikerin - Fachrichtung Caravan- und Reisemobiltechnik
93352002;WAZ;Wachszieher/Wachszieherin;Wachszieher/Wachszieherin
29142010;FFTILM;Fachkraft für Fruchtsafttechnik;Fachkraft für Fruchtsafttechnik
61212321;KGAMGH;Kaufmann/Kauffrau für Groß- und Außenhandelsmanage;Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement - FR-Großhandel Handwerk
33212423;MLBK;Maler/in und Lackierer/in FR Bauten- und Korrosion;Maler/in und Lackierer/in FR Bauten- und Korrosionsschutz
71302010;IKIUO;Industriekaufmann/-kauffrau;Industriekaufmann/-kauffrau
32142312;DDRHHT;Dachdecker/in FR Reetdachtechnik;Dachdecker/in FR Reetdachtechnik
53112020;SSSISU;Servicekraft für Schutz und Sicherheit;Servicekraft für Schutz und Sicherheit
73112830;PFFRV;Patentanwaltsfachangestellte/r;Patentanwaltsfachangestellte/r
93522391;MBGHPK;Metallbildner/in FR Goldschlagtechnik Handwerk;Metallbildner/in FR Goldschlagtechnik Handwerk
22302050-HO;HFIKH;Fachpraktiker/in für Holzverarbeitung (§66 BBiG);Fachpraktiker/in für Holzverarbeitung (§66 BBiG)
93312310;HBHPK;Holzbildhauer/in Handwerk;Holzbildhauer/in Handwerk
73332001-ID;FMI-ID;Fachangestellter für Medien- und Informationsdiens;Fachangestellter für Medien- und Informationsdienste/Fachangestellte für Medien- und Informationsdienste - Fachrichtung Information und Dokumentation
25112041;FKMMI;Fachkraft für Metalltechnik FR Montagetechnik (Ind;Fachkraft für Metalltechnik FR Montagetechnik (Industrie)
22103051;VKDSFI;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium FR Formteile Industrie
41412002-DS;PL-DS;Physiklaborant/Physiklaborantin (+ duales Studium);Physiklaborant/Physiklaborantin (+ duales Studium)
73213729-DS;SODSÖRV;Sozialversicherungsfachangestellte/r + duales Stud;Sozialversicherungsfachangestellte/r + duales Studium Handwerk
22102057;VKKIKH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik FR Kunststofffenster Industrie
94612011;BÜMIDU;Bühnenmaler/in und -plastiker/in FR Malerei;Bühnenmaler/in und -plastiker/in FR Malerei
27212310-IB;BZIHFP;Bauzeichner/in SP Ingenieurbau;Bauzeichner/in SP Ingenieurbau
24112319;VMBHMM;Verfahrensmechaniker/in in der Hütten- und Halbzeu;Verfahrensmechaniker/in in der Hütten- und Halbzeugindustrie (ohne FR-Angabe) Handwerk
41312002;PHK;Pharmakant/Pharmakantin;Pharmakant/Pharmakantin
28122390;WEHTL;Weber/in;Weber/in
71303010-DS;IKDSIUO;Industriekaufmann/-kauffrau + duales Studium Indus;Industriekaufmann/-kauffrau + duales Studium Industrie
32222001;AB;Asphaltbauer/Asphaltbauerin;Asphaltbauer/Asphaltbauerin
41312320;PFKC;Produktionsfachkraft Chemie Handwerk;Produktionsfachkraft Chemie Handwerk
24412060;SWIMM;Schlosserwerker/in (§66 BBiG) Industrie;Schlosserwerker/in (§66 BBiG) Industrie
25232042;FMIIMF;Fluggerätmechaniker/in FR Instandhaltungstechnik;Fluggerätmechaniker/in FR Instandhaltungstechnik
99999060;FSEH-HWS;FS Ern/Hws Fr V/B Sp Gepr. Hauswirtschafter/-in;FS Ern/Hws Fr V/B Sp Gepr. Hauswirtschafter/-in
11732001;RJ;Revierjäger/Revierjägerin;Revierjäger/Revierjägerin
93652321;OBOH;Orgelbauer/in FR Orgelbau Handwerk;Orgelbauer/in FR Orgelbau Handwerk
25232001;LFB;Leichtflugzeugbauer/Leichtflugzeugbauerin;Leichtflugzeugbauer/Leichtflugzeugbauerin
24233190-DI;ZSMDSI;Zerspanungsmechaniker/in + duales Studium Industri;Zerspanungsmechaniker/in + duales Studium Industrie
27302010;PTIFP;Produktionstechnologe/-technologin;Produktionstechnologe/-technologin
22102013-MK;VKK-MK;Verfahrensmechaniker für Kunststoff- und Kautschuk;Verfahrensmechaniker für Kunststoff- und Kautschuktechnik/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Fachrichtung Mehrschichtkautschukteile
25132011;AUMHMF;Automatenfachmann/-fachfrau FR Automatenmechatroni;Automatenfachmann/-fachfrau FR Automatenmechatronik
